normalized_PV_Wirkleistung,normalized_Last_Rechenwert,normalized_Niederschlag,normalized_Temperatur,normalized_rel_Feuchte,normalized_Windgeschwindigkeit,normalized_Windrichtung,normalized_Luftdruck,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Feiertag,normalized_Netz_Wirkleistung
0.0009592390740643272,0.2878099689353611,0.0,0.21865075537044082,0.9696972362472072,0.04321102272727272,0.4639416666666667,0.7362469699130193,1,0,0,0,0,0,0,0,0.5511579635032766
0.0009606417510085585,0.2899425049574373,0.0,0.21273149593043825,0.967855069477081,0.047534829545454536,0.6491527777777778,0.7327534578639674,1,0,0,0,0,0,0,0,0.5538157694878288
0.0009591474635845316,0.29343998970492347,0.0,0.20527482546185696,0.9634180361446693,0.05336710227272727,0.6421472222222222,0.7339369741907886,1,0,0,0,0,0,0,0,0.5581464198703094
0.0009600093177192643,0.29933955840422005,0.0,0.20488801375498647,0.9649523373904564,0.03510647727272727,0.6139361111111111,0.7363325253101385,1,0,0,0,0,0,0,0,0.5654762211458837
0.0009598804526618151,0.29923922822271076,0.0,0.21713660978926805,0.9719766977212926,0.03416903409090909,0.579811111111111,0.7378297447597324,1,0,0,0,0,0,0,0,0.5653586286162736
0.0028924514602744968,0.29885869043777175,0.0,0.2313744961517437,0.9799108320913997,0.04558125,0.5826305555555555,0.7400114073862833,1,0,0,0,0,0,0,0,0.564124398448683
0.02452781059249641,0.29737513617430605,0.0,0.24508276257327202,0.9872066167212447,0.05927102272727273,0.5892694444444444,0.7392699272779129,1,0,0,0,0,0,0,0,0.5537278668060923
0.03547872165777345,0.29634421951833795,0.0,0.2595591670591529,0.9911925328159517,0.053142499999999995,0.6062388888888889,0.7374732639384008,1,0,0,0,0,0,0,0,0.5481276720225825
0.04281810266592841,0.29880186244738544,0.0,0.26735668578972954,0.9954611825554598,0.06148295454545454,0.6690333333333334,0.7333808641095112,1,0,0,0,0,0,0,0,0.5482901129121651
0.04287965454231733,0.3036463259836709,0.0,0.2880754178795909,0.9987434060231063,0.17567102272727272,0.713625,0.7292742050477685,1,0,0,0,0,0,0,0,0.5542866097601311
0.04961089687632074,0.30266693328655264,0.0,0.2966314280255958,0.9987434060231063,0.13858863636363636,0.690286111111111,0.7261656922857557,1,0,0,0,0,0,0,0,0.5504153205459926
0.01529675121122489,0.297871736625719,0.0,0.30292312377407177,0.9987434060231063,0.09783920454545454,0.6544305555555555,0.7265364323399401,1,0,0,0,0,0,0,0,0.5579955492295516
0.0014750675874613105,0.29375954147772093,0.0,0.30695088342497656,0.9987434060231063,0.07092499999999999,0.6620138888888889,0.7275630971053758,1,0,0,0,0,0,0,0,0.5583360074584287
0.0009144288155350495,0.2837776101241168,1.0,0.3144644880372096,0.9987434060231063,0.04289880681818181,0.6695194444444444,0.7294595750748616,1,0,0,0,0,0,0,0,0.5461522728907945
0.0009324506122361276,0.2745205309345482,1.0,0.3210782683697731,0.9987434060231063,0.04584596590909091,0.6542027777777778,0.7352916013118499,1,0,0,0,0,0,0,0,0.53465786151399
0.0009401384731950892,0.27259154112630857,1.0,0.32829566411503347,0.9987434060231063,0.05375625,0.6318916666666666,0.7398260373591903,1,0,0,0,0,0,0,0,0.5322378929664986
0.0009445195694316014,0.2731377269052505,1.0,0.3304714184924369,0.9987434060231063,0.04745181818181818,0.6531861111111111,0.7473976900042772,1,0,0,0,0,0,0,0,0.53292439733111
0.0009467451621101928,0.2734278302983793,1.0,0.33176458015324933,0.9987434060231063,0.058873863636363634,0.7062527777777778,0.7558676743191219,1,0,0,0,0,0,0,0,0.533290123345553
0.000947979351543623,0.2719188467510285,0.0,0.3322308537662598,0.9987434060231063,0.043254375000000005,0.7863805555555555,0.7640096962783408,1,0,0,0,0,0,0,0,0.5314193753768176
0.0009500155141663479,0.2709874340722035,0.0,0.33111466082571533,0.9987434060231063,0.051497159090909086,0.7628722222222223,0.7693569085983181,1,0,0,0,0,0,0,0,0.5302549006162642
0.0009506006425611356,0.271989557865229,0.0,0.3283408898749908,0.9987434060231063,0.054511306818181816,0.7278722222222223,0.7744902324254963,0,1,0,0,0,0,0,0,0.5314987334455139
0.000947320976860567,0.26982570475461587,0.0,0.32890402719220097,0.9987434060231063,0.09382272727272727,0.7118083333333333,0.7778696706117214,0,1,0,0,0,0,0,0,0.5288156368787987
0.0009509044147035014,0.2701255053476541,0.0,0.32936379404593696,0.9987434060231063,0.08810170454545453,0.7187388888888888,0.7850848424354769,0,1,0,0,0,0,0,0,0.5291908220692154
0.0009541462470123565,0.26833506600173546,0.0,0.3276663810501986,0.9987434060231063,0.0908340909090909,0.7271333333333333,0.7923855696563532,0,1,0,0,0,0,0,0,0.5269586803737674
0.0009561184243717666,0.267450487264591,0.0,0.32581269234188487,0.9987434060231063,0.0707778409090909,0.77695,0.7972479680593176,0,1,0,0,0,0,0,0,0.5258521640926958
0.0009580200390353663,0.27011337272450014,0.0,0.3227350519500417,0.9987434060231063,0.06781875,0.7025027777777778,0.7994581491515761,0,1,0,0,0,0,0,0,0.5291582969724383
0.000958836166859391,0.2812741821904224,0.0,0.3222676245221599,0.995790410177406,0.09166193181818182,0.7337694444444444,0.8022672180236708,0,1,0,0,0,0,0,0,0.5430281367268227
0.0009588995206891865,0.29038752457639744,0.0,0.3226936281046605,0.9703732838067761,0.09274886363636363,0.70425,0.8060173962640804,0,1,0,0,0,0,0,0,0.5543627583876934
0.000960328928319079,0.289897435434076,0.0,0.32276959073619066,0.9314804436279377,0.09566079545454545,0.6885166666666667,0.8095822044773985,0,1,0,0,0,0,0,0,0.5537423941971004
0.0009557486148071472,0.2866298762274393,0.0,0.32521978281799424,0.8851598764516803,0.09853522727272727,0.7017777777777777,0.8164979324112359,0,1,0,0,0,0,0,0,0.5496843889355967
0.0012747805584206733,0.28550891286916785,0.0,0.3301350152549459,0.8514253545479906,0.13458124999999999,0.692675,0.8195636674746899,0,1,0,0,0,0,0,0,0.5481601037944928
0.004266392443845002,0.28224798100780707,0.0,0.3348240243171213,0.8068326040899622,0.20889829545454544,0.7238916666666667,0.8267788392984454,0,1,0,0,0,0,0,0,0.5429201642781293
0.01608812742009719,0.2861248350416527,0.0,0.3415877060079708,0.754807100258607,0.24931306818181814,0.7124777777777779,0.8224440325110509,0,1,0,0,0,0,0,0,0.543086675564481
0.013240291052774968,0.2872832625826086,0.0,0.3465969648994384,0.7326395259122244,0.2313556818181818,0.7175194444444445,0.8153429345501205,0,1,0,0,0,0,0,0,0.5456491373977831
0.015218499181110784,0.28731144113044227,0.0,0.34987003504949116,0.7211919547827224,0.25659431818181816,0.6946194444444445,0.8056751746756018,0,1,0,0,0,0,0,0,0.5449022082442491
0.009386601820868912,0.28763674871568745,0.0,0.3486452511060545,0.7293736381662775,0.244925,0.6912277777777778,0.7993155568230436,0,1,0,0,0,0,0,0,0.5476106118158125
0.0017456287471937788,0.2872986947101235,0.0,0.3430498353449434,0.7439162002608689,0.2195556818181818,0.6861361111111111,0.7955368601169265,0,1,0,0,0,0,0,0,0.5502041581379854
0.0009090119578486272,0.2787273081372299,0.0,0.3366467870038833,0.775197850721662,0.19149772727272724,0.6806722222222222,0.7925566804505917,0,1,0,0,0,0,0,0,0.5398747434558451
0.000928933053957067,0.26969286516056173,0.0,0.32406818100139784,0.7814984129218071,0.1739875,0.6870111111111111,0.7879224297732775,0,1,0,0,0,0,0,0,0.5286578410553936
0.0009361740704620235,0.2708170301150528,0.0,0.318132484428228,0.7766743486445121,0.1224,0.6252138888888888,0.7818337373449314,0,1,0,0,0,0,0,0,0.5300376884315471
0.0009344177907468412,0.2706759028474581,0.0,0.3134903656458243,0.8071266470805553,0.1363153409090909,0.637425,0.7745472693569081,0,1,0,0,0,0,0,0,0.5298789372064959
0.0009379601327915445,0.27064739490388984,0.0,0.3159515851713983,0.8382688156099131,0.1360840909090909,0.6410611111111112,0.7688435762155994,0,1,0,0,0,0,0,0,0.5298397636628116
0.0009418488161217237,0.2688805089486021,0.0,0.3100552128788438,0.8543456789502917,0.07414375,0.5509222222222222,0.7589904463139877,0,1,0,0,0,0,0,0,0.5276297099390668
0.0009420932335132515,0.27017398551615374,0.0,0.3304350260364946,0.7797077665047336,0.21772215909090908,0.696925,0.7467132468273202,0,1,0,0,0,0,0,0,0.5292351304737235
0.0009432959565096239,0.26960784924922454,0.0,0.33655860528371556,0.7630629226867989,0.18457670454545452,0.6829722222222222,0.7381434478825034,0,0,1,0,0,0,0,0,0.5285322812396785
0.0009478945289741628,0.2697298758748397,0.0,0.34450593079758873,0.7249102163603509,0.19764488636363634,0.7251083333333332,0.7255810637387707,0,0,1,0,0,0,0,0,0.5286942287843251
0.0009469001790392436,0.2674353973978738,0.0,0.34642627595847025,0.7231987353638216,0.24550624999999995,0.7235750000000001,0.7122771994866677,0,0,1,0,0,0,0,0,0.5258269966080046
0.0009490200066033094,0.26885190110865553,1.0,0.3328687242401373,0.8883340328373138,0.21276079545454543,0.7072333333333334,0.7080849850278058,0,0,1,0,0,0,0,0,0.5275936133546533
0.0009503981628791982,0.2681759753470166,1.0,0.3266444226291469,0.995292798962556,0.14355397727272726,0.6785472222222222,0.6939968629687717,0,0,1,0,0,0,0,0,0.5267589900729506
0.000951661240396148,0.2716742195174969,1.0,0.3333062848863493,0.9460129529707137,0.21778522727272726,0.7094416666666666,0.6759874518750897,0,0,1,0,0,0,0,0,0.5310968979119759
0.0009525256202649588,0.2803799403040155,0.0,0.350500017969248,0.7687138258008902,0.21193863636363633,0.702075,0.6625267360615994,0,0,1,0,0,0,0,0,0.5419187077756176
0.0009519311256062979,0.29214130649603265,1.0,0.3474901500148483,0.8409818020060266,0.2471221590909091,0.6964416666666666,0.6507771281905035,0,0,1,0,0,0,0,0,0.5565361306842715
0.000953168103871106,0.29118314537984363,1.0,0.3362761097902138,0.998674293354377,0.22137556818181817,0.6882694444444444,0.6403393697419085,0,0,1,0,0,0,0,0,0.5553381256381914
0.0009542388572618913,0.28810217559920037,1.0,0.33846610716102904,0.9987434060231063,0.19403806818181818,0.6803333333333333,0.6341651219164416,0,0,1,0,0,0,0,0,0.5515185037486482
0.000953863364795596,0.285475073593397,1.0,0.3394355008029417,0.9987434060231063,0.2211960227272727,0.695025,0.624811065164694,0,0,1,0,0,0,0,0,0.5482460336570577
0.0009524130146206382,0.28534261390298055,1.0,0.3434562997346226,0.9987434060231063,0.3633136363636363,0.7204166666666667,0.6145586767431919,0,0,1,0,0,0,0,0,0.5480839681431354
0.0009533483781409388,0.28564648934597764,0.0,0.3612492221207118,0.9589810028122573,0.43979318181818183,0.7244111111111111,0.5999144446028805,0,0,1,0,0,0,0,0,0.5484664411855596
0.0009542154416022078,0.2880692781964071,0.0,0.3810481178631349,0.7981910073108638,0.5125522727272727,0.7238055555555556,0.5912020533295311,0,0,1,0,0,0,0,0,0.5514767791038084
0.0009516509796014552,0.28541722266342895,0.0,0.3809656484723302,0.7872498435540499,0.42173863636363634,0.7305944444444444,0.5912448310280916,0,0,1,0,0,0,0,0,0.5481730098657723
0.0009373915795266453,0.2874248373873146,1.0,0.37216601315348957,0.8578465497699176,0.3440170454545454,0.7395166666666667,0.5910594610009985,0,0,1,0,0,0,0,0,0.5506677933360877
0.0009470313593529312,0.2875999434414274,1.0,0.3530767513869422,0.9824189936692795,0.3353619318181818,0.7179694444444444,0.5896763154142314,0,0,1,0,0,0,0,0,0.5508768190302628
0.0009536396268518336,0.27681743783415935,0.0,0.3620483807816056,0.9188529307541323,0.28430397727272727,0.7255694444444444,0.5923285327249389,0,0,1,0,0,0,0,0,0.5374978594179612
0.0009561503643839641,0.2875055259760099,0.0,0.36640828779547596,0.8728402291022139,0.31768352272727274,0.7273083333333333,0.5938970483387991,0,0,1,0,0,0,0,0,0.5507671771564534
0.0009559763518298668,0.2936080604743104,0.0,0.3722308915962556,0.8055244897600157,0.3300761363636363,0.7351027777777778,0.5962070440610298,0,0,1,0,0,0,0,0,0.5583581322825545
0.0009567475952545431,0.2933294870680305,0.0,0.3701003062338159,0.8244211499845439,0.2620159090909091,0.7194916666666666,0.6015827748467127,0,0,1,0,0,0,0,0,0.5580134617283675
0.0009589558761308067,0.2868893586990144,0.0,0.3688959883180973,0.8071781674336078,0.30821761363636363,0.7213666666666667,0.6021959218594036,0,0,1,0,0,0,0,0,0.5500064995579302
0.0009616605689923604,0.27134096207521435,0.0,0.36825420243965645,0.8066767864368273,0.3010193181818182,0.7362916666666667,0.6069870240981033,0,0,1,0,0,0,0,0,0.53068299288829
0.0009606818470370502,0.2709466170202088,1.0,0.36317287740622417,0.8368878188293067,0.2502488636363637,0.7667972222222222,0.6107657208042203,0,0,1,0,0,0,0,0,0.5301889909619338
0.0009611599474502732,0.2699875444059572,0.0,0.364190125992801,0.8081143299463937,0.18927727272727274,0.7879833333333336,0.6174818194781118,0,0,0,1,0,0,0,0,0.5290037048183512
0.0009614848199960844,0.2683751796021137,0.0,0.36282559804494585,0.7962633921503088,0.21484090909090908,0.8072944444444444,0.6174247825466984,0,0,0,1,0,0,0,0,0.5269994968088235
0.0009611678403692677,0.26981703358524484,0.0,0.35252119898388634,0.7976418757429612,0.21957329545454543,0.7631472222222222,0.6211607015542566,0,0,0,1,0,0,0,0,0.5287993432913276
0.000961512287354185,0.2675134660248571,0.0,0.3480836459036735,0.8005785358669618,0.17833238636363635,0.7176166666666666,0.6286895765007847,0,0,0,1,0,0,0,0,0.5259272994758801
0.0009615932687030678,0.2703674833639864,1.0,0.3258758873498386,0.9096194782119171,0.29041022727272714,0.8261305555555555,0.6309995722230137,0,0,0,1,0,0,0,0,0.5294880152635202
0.0009604043846246659,0.27144375601652226,0.0,0.315092655117169,0.7875463997325968,0.2665301136363637,0.8498444444444445,0.6432625124768283,0,0,0,1,0,0,0,0,0.5308015764885388
0.0009622814260004628,0.28248254807957573,0.0,0.3012319338126394,0.7810937896612475,0.3014159090909091,0.8309416666666667,0.6629830315129047,0,0,0,1,0,0,0,0,0.5445395914115891
0.0009637146222314727,0.2917720596249744,0.0,0.29019730234300084,0.7196488573790968,0.337753409090909,0.8331277777777777,0.679338371595609,0,0,0,1,0,0,0,0,0.5560805762154495
0.0009642013522361297,0.2922316196555095,0.0,0.27795551570796,0.764575861834979,0.2319255681818182,0.815025,0.7010266647654358,0,0,0,1,0,0,0,0,0.5566461874229286
0.0009581378540062232,0.2869850198985678,0.0,0.27709753140362525,0.7591373231029829,0.161825,0.781988888888889,0.7188079281334661,0,0,0,1,0,0,0,0,0.5501286721481209
0.000699905170645766,0.28665884154905663,0.0,0.2870509815938156,0.7154292148046877,0.17068636363636364,0.8049027777777777,0.7327819763296733,0,0,0,1,0,0,0,0,0.5498226469126432
0.0008366551489314644,0.2858311732723643,0.0,0.29251193063491976,0.701517462886497,0.3144119318181818,0.8467111111111111,0.7430914016825904,0,0,0,1,0,0,0,0,0.5487490395748756
0.0025581313009049663,0.2867366063767681,0.0,0.2953139984224892,0.7149316035898376,0.2918954545454545,0.8595583333333333,0.7498360188221876,0,0,0,1,0,0,0,0,0.5491808286120121
0.002697097558224843,0.28720568663741197,0.0,0.29693822929138747,0.7248926240446744,0.2621818181818181,0.8511194444444445,0.7540567517467553,0,0,0,1,0,0,0,0,0.5497095440254167
0.0015858952728492592,0.28863151051822,0.0,0.2981134181103539,0.726576459973712,0.20724261363636362,0.8531527777777778,0.7663767289319833,0,0,0,1,0,0,0,0,0.5519190625274166
0.0005265614625039988,0.28899374377466475,0.0,0.2984605083216534,0.7077589651697281,0.15829375,0.8517027777777778,0.7834307714244975,0,0,0,1,0,0,0,0,0.5528031992290061
0.0009130485018613024,0.2872401046572281,0.0,0.29355206636894465,0.6898826592544377,0.1559005681818182,0.8696138888888888,0.7981462997290752,0,0,0,1,0,0,0,0,0.5504608247545123
0.000925205649271674,0.2784087143939241,0.0,0.2863585035210269,0.7199341042118517,0.13031420454545453,0.8255472222222222,0.8097390560387857,0,0,0,1,0,0,0,0,0.5394805439726112
0.0009411052505329878,0.271389410949866,0.0,0.2775244429060246,0.7445834516625995,0.1479284090909091,0.839911111111111,0.823142734920861,0,0,0,1,0,0,0,0,0.5307555421449464
0.0009457488652552551,0.271194709199469,0.0,0.2710780224748005,0.750420330685271,0.17373011363636362,0.8807527777777778,0.837943818622558,0,0,0,1,0,0,0,0,0.5305190410909126
0.0009485027573118742,0.2715897153349226,0.0,0.25807244822492204,0.7884536605839141,0.11424488636363636,0.8623472222222222,0.8549693426493647,0,0,0,1,0,0,0,0,0.5309987843063725
0.0009501514828508922,0.2703037148559351,0.0,0.24891248219625825,0.7713413638065749,0.08503579545454544,0.8940750000000001,0.8675887637245124,0,0,0,1,0,0,0,0,0.5294171942297602
0.0009504748820518241,0.2708158521765245,0.0,0.238049031457533,0.757964920922541,0.08629772727272726,0.881313888888889,0.8780122629402545,0,0,0,1,0,0,0,0,0.5300426993644219
0.0009511199966309695,0.27108983775099205,0.0,0.2190999865703515,0.7793157091839428,0.12340340909090908,0.8394444444444444,0.8896905746470841,0,0,0,1,0,0,0,0,0.5303893494023593
0.0009517207003859061,0.27111892395407733,0.0,0.22512063039904975,0.6746766155400463,0.1782147727272727,0.8722777777777777,0.8994153714530162,0,0,0,0,1,0,0,1,0.5304149684797489
0.0009532782364008083,0.2689745509045528,0.0,0.2145384456789633,0.6221271120203267,0.21877613636363635,0.8969444444444444,0.910851276201341,0,0,0,0,1,0,0,1,0.5277482753103426
0.000956944812990484,0.2689785790560039,0.0,0.2031268383013576,0.6144518360094596,0.24588920454545454,0.9069583333333333,0.9187081135034932,0,0,0,0,1,0,0,1,0.5277583940720106
0.0009586422115299678,0.2685425275888741,0.0,0.19422354879407439,0.624499561448702,0.15676988636363634,0.8876083333333333,0.9324254955083412,0,0,0,0,1,0,0,1,0.527222128168208
0.0009583490158990545,0.2691383762867116,0.0,0.16660159907392175,0.702047745544746,0.08864147727272727,0.8433583333333335,0.9428204762583774,0,0,0,0,1,0,0,1,0.5279484327753039
0.0009589164641552946,0.2716089317958842,0.0,0.1496270908165794,0.7461328320361096,0.08896988636363636,0.839111111111111,0.9465991729644945,0,0,0,0,1,0,0,1,0.5310254800558304
0.0009593785156332288,0.2803935332621831,0.0,0.12875060764430726,0.7704692875866108,0.08234715909090909,0.6878472222222223,0.9548124910879797,0,0,0,0,1,0,0,1,0.5419325807091276
0.0009594586550707524,0.2915120658089174,0.0,0.08860730762028524,0.8934458571353175,0.03494011363636363,0.5521666666666667,0.96500784257807,0,0,0,0,1,0,0,1,0.555747854337751
0.0009584363115831329,0.29087075844462673,0.0,0.0822424108299712,0.9178426291967098,0.04306681818181818,0.586225,0.9746613432197342,0,0,0,0,1,0,0,1,0.554945249935494
0.0008251551133371097,0.28720021910262117,0.0,0.09225790221324393,0.867186812800169,0.03815960227272727,0.6905305555555555,0.9845429915870534,0,0,0,0,1,0,0,1,0.5504284743693604
0.0017044582819490557,0.28595812263912485,0.0,0.10852290889969568,0.819855944066489,0.07326988636363635,0.5405416666666667,0.9919150149721944,0,0,0,0,1,0,0,1,0.548543651245935
0.0037864731337494293,0.28696777837513704,0.0,0.15852735392420006,0.7095973621579238,0.08467102272727273,0.5874138888888889,0.9974903750178234,0,0,0,0,1,0,0,1,0.5489860898234319
0.006426052097191511,0.2873904434769606,0.0,0.19076929187922403,0.6622199994470986,0.09520170454545454,0.723275,0.9932696420932556,0,0,0,0,1,0,0,1,0.5484707634452788
0.007372557945997792,0.29133939277211524,0.0,0.22849298537303217,0.5688286784903782,0.10713238636363635,0.7761027777777778,0.984685583915586,0,0,0,0,1,0,0,1,0.5530045525602649
0.005388216493408698,0.28065740915274934,0.0,0.22957643645222736,0.5530031339453784,0.14485454545454546,0.8278194444444444,0.9773278197632963,0,0,0,0,1,0,0,1,0.5405266112563519
0.0020075233766314354,0.2716056287160383,0.0,0.22737681134748558,0.5463934496269173,0.15601193181818182,0.8587499999999999,0.9775417082560952,0,0,0,0,1,0,0,1,0.5305950462327897
0.000788711612039235,0.2715210650701407,0.0,0.21989725373145622,0.5616346779726616,0.16232670454545453,0.8347583333333333,0.9811920718665341,0,0,0,0,1,0,0,1,0.5309701616423661
0.0009157619821726699,0.2718644185292836,0.0,0.1968273874037463,0.6177742704843668,0.07846590909090909,0.7999166666666667,0.9859261371738205,0,0,0,0,1,0,0,1,0.5313535958374905
0.0009315586597702963,0.2719051703203227,0.0,0.16862493639831966,0.6855084556208706,0.1172744318181818,0.8249333333333333,0.9907314986453732,0,0,0,0,1,0,0,1,0.5313991402826271
0.0009398719556303771,0.27167782795044687,0.0,0.14692792061753687,0.7311680543652819,0.07602840909090909,0.5900694444444444,0.9937116783117064,0,0,0,0,1,0,0,1,0.5311109615230338
0.0009421013369100856,0.2712698916414769,0.0,0.11059977566812504,0.8408171881950536,0.046927727272727274,0.22235749999999999,0.9935405675174679,0,0,0,0,1,0,0,1,0.5306140928311672
0.0009425615467069215,0.2701073929430023,0.0,0.09401888851689395,0.9121854431127341,0.03743715909090908,0.58995,0.9934977898189075,0,0,0,0,1,0,0,1,0.5291700295587789
0.0009458360030809537,0.2712619195128435,0.0,0.07641469997976098,0.910541818190957,0.049019431818181816,0.3806138888888889,0.9920005703693137,0,0,0,0,1,0,0,1,0.5306071813929165
0.0009496985345395312,0.2693717984347109,0.0,0.0797796781045659,0.901554658068213,0.04683801136363636,0.5530027777777777,0.9925851989162986,0,0,0,0,1,0,0,1,0.5282465963821287
0.0009525556659765975,0.27128666945457436,0.0,0.06371517039575852,0.8964239848605559,0.03951534090909091,0.47826111111111114,0.99294167973763,0,0,0,0,0,1,0,0,0.5306276672289129
0.0009555385579229752,0.26841009336125743,0.0,0.04701511875781429,0.8928062508010787,0.029631875,0.5904027777777777,0.9896335377156712,0,0,0,0,0,1,0,0,0.5270548759301656
0.0009577714120870415,0.2668533003830062,0.0,0.03338686277736481,0.8806537304505392,0.03694585227272727,0.499375,0.9848994724083848,0,0,0,0,0,1,0,0,0.5251235048753321
0.0009597197002116284,0.26421563961906586,0.0,0.021655781085380407,0.8717947429134383,0.036756647727272725,0.733963888888889,0.9831313275345788,0,0,0,0,0,1,0,0,0.5218433704972155
0.0009609803572334199,0.2667795065156934,0.0,0.01146248872193254,0.8756374072947793,0.031093352272727273,0.5314305555555555,0.9791244831028099,0,0,0,0,0,1,0,0,0.525036047163239
